Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
2666792,The Hero as Werwolf,Gene Wolfe,"Wolfe, Gene",,"=""1561465402""","=""9781561465408""",0,3.77,Pulphouse Publishing,Paperback,44,1991,1991,,2020/04/16,to-read,to-read (#10),to-read,,,,0,0
23586685,The Death of Doctor Island / Fugue State,Gene Wolfe,"Wolfe, Gene",John M. Ford,"=""""","=""""",0,3.83,Tor,Paperback,203,1990,1990,2020/03/11,2020/03/15,,,read,,,,1,0
395058,The Recognitions,William Gaddis,"Gaddis, William",William H. Gass,"=""0140187081""","=""9780140187083""",0,4.21,Penguin Classics,Paperback,976,1993,1955,,2022/11/18,"to-read, fiction","to-read (#77), fiction (#9)",to-read,,,,0,0
7042,The Tale of Genji,Murasaki Shikibu,"Shikibu, Murasaki","Royall  Tyler, Minora Sugai","=""014243714X""","=""9780142437148""",0,3.72,Penguin,Paperback,1182,2003,1000,,2022/04/27,"to-read, fiction","to-read (#50), fiction (#7)",to-read,,,,0,0
155054,Strange Tales from a Chinese Studio,Pu Songling,"Songling, Pu",John Minford,"=""0140447407""","=""9780140447408""",0,4.07,Penguin Books,Paperback,608,2006,1740,,2022/05/10,"to-read, fiction","to-read (#52), fiction (#6)",to-read,,,,0,0
54510,In the Garden of the North American Martyrs,Tobias Wolff,"Wolff, Tobias",,"=""0880014970""","=""9780880014977""",0,4.12,Ecco Pr,Paperback,175,1996,1981,,2022/10/05,"to-read, fiction","to-read (#65), fiction (#5)",to-read,,,,0,0
11229,"The Sea, the Sea",Iris Murdoch,"Murdoch, Iris",Mary Kinzie,"=""014118616X""","=""9780141186160""",0,3.96,Penguin Books Ltd,Paperback,528,2001,1978,,2022/11/02,"to-read, fiction","to-read (#72), fiction (#4)",to-read,,,,0,0
333867,The Stars My Destination,Alfred Bester,"Bester, Alfred",,"=""0679767800""","=""9780679767800""",0,4.06,Vintage,Hardcover,258,1996,1956,,2022/11/15,"to-read, fiction","to-read (#75), fiction (#2)",to-read,,,,0,0
22056496,Thus Were Their Faces,Silvina Ocampo,"Ocampo, Silvina","Daniel Balderston, Jorge Luis Borges, Helen Oyeyemi","=""1590177673""","=""9781590177679""",0,3.90,NYRB Classics,Paperback,354,2015,1988,,2022/11/18,"to-read, fiction","to-read (#76), fiction (#1)",to-read,,,,0,0
325189,Prayer for Beginners,Peter Kreeft,"Kreeft, Peter",,"=""0898707757""","=""9780898707755""",0,4.33,Ignatius Press,Paperback,125,2000,2000,,2022/03/20,to-read,to-read (#74),to-read,,,,0,0
310612,A Confederacy of Dunces,John Kennedy Toole,"Toole, John Kennedy",Walker Percy,"=""0802130208""","=""9780802130204""",0,3.89,Grove Weidenfeld,Paperback,394,1994,1980,2022/11/10,2022/05/20,,,read,,,,1,0
55711683,The Forest of Vanishing Stars,Kristin Harmel,"Harmel, Kristin",,"=""198215893X""","=""9781982158934""",0,4.25,Gallery Books,Hardcover,376,2021,2021,,2022/11/10,to-read,to-read (#73),to-read,,,,0,0
6505011,Lovecraft Unbound,Ellen Datlow,"Datlow, Ellen","Dale Bailey, Richard Bowes, Anna Tambour, Brian Evenson, Amanda Downum, Joel Lane, Holly Phillips, William Browning Spencer, Caitlín R. Kiernan, Michael Cisco, Marc Laidlaw, Michael Chabon, Lavie Tidhar, Joyce Carol Oates, Simon Kurt Unsworth, Michael   Shea, Gemma Files, Sarah Monette, Elizabeth Bear, Laird Barron, Nick Mamatas, Nathan Ballingrud","=""1595821465""","=""9781595821461""",0,4.23,Dark Horse,Paperback,421,2009,2009,,2022/10/16,"to-read, halloween","to-read (#71), halloween (#8)",to-read,,,,0,0
57220269,Going to Church in Medieval England,Nicholas Orme,"Orme, Nicholas",,"=""0300256507""","=""9780300256505""",0,4.21,Yale University Press,Hardcover,496,2021,2021,,2022/10/16,"to-read, non-fiction","to-read (#70), non-fiction (#1)",to-read,,,,0,0
34381438,How Fear Departed the Long Gallery: A Ghost Story for Christmas,E.F. Benson,"Benson, E.F.",Seth,"=""1771961945""","=""9781771961943""",0,4.03,Biblioasis,Paperback,52,2017,1912,,2022/10/13,"to-read, halloween","to-read (#69), halloween (#7)",to-read,,,,0,0
10256532,The Voice in the Night,William Hope Hodgson,"Hodgson, William Hope",,"=""""","=""""",0,3.88,,Unknown Binding,,,1907,,2022/10/12,"to-read, halloween","to-read (#68), halloween (#6)",to-read,,,,0,0
34065268,Kill Creek,Scott   Thomas,"Thomas, Scott",,"=""""","=""""",0,3.76,Inkshares,Paperback,416,2017,2017,,2022/10/12,"to-read, halloween","to-read (#67), halloween (#5)",to-read,,,,0,0
315298,Là-Bas (Down There),Joris-Karl Huysmans,"Huysmans, Joris-Karl",Keene Wallace,"=""0486228371""","=""9780486228372""",0,3.96,Dover Publications,Paperback,304,1972,1891,,2022/10/05,"to-read, halloween","to-read (#66), halloween (#3)",to-read,,,,0,0
499578,Did the Greeks Believe in Their Myths?,Paul Veyne,"Veyne, Paul",Paula Wissing,"=""0226854345""","=""9780226854342""",0,3.72,University of Chicago Press,Paperback,169,1988,1983,,2022/09/29,"to-read, infinity-pile","to-read (#64), infinity-pile (#28)",to-read,,,,0,0
120158,Memento Mori,Muriel Spark,"Spark, Muriel",,"=""0811214389""","=""9780811214384""",0,3.61,New Directions,Paperback,224,2000,1959,2022/09/05,2022/05/06,,,read,,,,1,0
2172814,Plato's Symposium,Plato,"Plato, Plato",Hayden Pelliccia,"=""067960197X""","=""9780679601975""",0,4.09,Modern Library,Hardcover,100,1996,-380,2022/09/22,2022/09/12,,,read,,,,1,0
90894,Dictee,Theresa Hak Kyung Cha,"Cha, Theresa Hak Kyung",,"=""0520231120""","=""9780520231122""",0,4.03,University of California Press,Paperback,179,2001,1982,,2022/09/21,"to-read, poetry","to-read (#63), poetry (#2)",to-read,,,,0,0
259052,The Ball and the Cross (Dover Literature: Literary Fiction),G.K. Chesterton,"Chesterton, G.K.",,"=""0486288056""","=""9780486288055""",0,4.06,Dover Publications,Paperback,208,1995,1910,,2022/01/16,"to-read, at-home","to-read (#34), at-home (#4)",to-read,,,,0,0
638183,The Spirit of the Liturgy,Joseph Ratzinger,"Ratzinger, Joseph",Jon Saward,"=""0898707846""","=""9780898707847""",0,4.55,Ignatius Press,Hardcover,232,2000,1999,,2018/03/30,"to-read, at-home, spiritual-reading","to-read (#9), at-home (#3), spiritual-reading (#6)",to-read,,,,0,0
283533,Wheelock's Latin,Frederic M. Wheelock,"Wheelock, Frederic M.",Richard A. LaFleur,"=""0060956410""","=""9780060956417""",0,4.13,HarperCollins,Paperback,560,2000,1956,,2019/03/19,"to-read, at-home, latin","to-read (#8), at-home (#2), latin (#1)",to-read,,,,0,0
175078,The Seven Storey Mountain,Thomas Merton,"Merton, Thomas",,"=""0156010860""","=""9780156010863""",0,4.07,"Harcourt, Inc.",Paperback,467,1999,1948,,2016/01/03,"to-read, spiritual-reading","to-read (#3), spiritual-reading (#5)",to-read,,,,0,0
350900,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.",,"=""0671023373""","=""9780671023379""",0,4.38,Pocket Books,Mass Market Paperback,179,1997,1946,,2013/02/24,"to-read, at-home, infinity-pile","to-read (#1), at-home (#1), infinity-pile (#27)",to-read,,,,0,0
382038,The School Bag,Seamus Heaney,"Heaney, Seamus",Ted Hughes,"=""0571225845""","=""9780571225842""",0,3.86,Faber & Faber,Paperback,560,2005,1997,,2021/08/02,"to-read, poetry","to-read (#24), poetry (#1)",to-read,,,,0,0
6385999,The Major Works,Gerard Manley Hopkins,"Hopkins, Gerard Manley",Catherine Phillips,"=""0199538859""","=""9780199538850""",0,4.37,Oxford University Press,Paperback,480,2009,2002,,2019/09/25,,,read,,,,1,0
36885304,Flights,Olga Tokarczuk,"Tokarczuk, Olga",Jennifer  Croft,"=""0525534199""","=""9780525534198""",0,3.75,Riverhead Books,Hardcover,416,2018,2007,,2022/08/21,to-read,to-read (#62),to-read,,,,0,0
88442,Austerlitz,W.G. Sebald,"Sebald, W.G.",Anthea Bell,"=""0140297995""","=""9780140297997""",0,3.99,Penguin Books,Paperback,415,2002,2001,,2022/08/21,to-read,to-read (#61),to-read,,,,0,0
1060313,How to Read a Poem,Burton Raffel,"Raffel, Burton",,"=""0452010330""","=""9780452010338""",0,3.76,Penguin Publishing Group,Paperback,272,1984,1984,2022/08/16,2022/07/15,,,read,,,,1,0
14664,The Red and the Black (Modern Library Classics),Stendhal,"Stendhal, Stendhal","Burton Raffel, Diane Johnson","=""0812972074""","=""9780812972078""",0,3.86,Modern Library,Paperback,560,2004,1830,,2022/08/04,to-read,to-read (#60),to-read,,,,0,0
59941924,Shakeshafte & Other Plays,Rowan Williams,"Williams, Rowan",,"=""1639821031""","=""9781639821037""",0,3.71,Slant Books,Hardcover,140,2020,,,2022/08/03,"to-read, infinity-pile","to-read (#59), infinity-pile (#26)",to-read,,,,0,0
8694515,Home Fires,Gene Wolfe,"Wolfe, Gene",,"=""0765328186""","=""9780765328182""",0,3.25,Tor Books,Hardcover,304,2011,2011,2022/07/13,2022/04/02,,,read,,,,1,0
55347245,Dead Souls,Sam Riviere,"Riviere, Sam",,"=""1646220285""","=""9781646220281""",0,3.44,Catapult,Hardcover,320,2021,2021,,2022/07/13,to-read,to-read (#58),to-read,,,,0,0
57175490,"The Poets of Rapallo: How Mussolini's Italy shaped British, Irish, and U.S. Writers",Lauren Arrington,"Arrington, Lauren",,"=""0198846541""","=""9780198846543""",0,3.14,Oxford University Press,Hardcover,250,2021,,,2022/07/10,"to-read, infinity-pile","to-read (#57), infinity-pile (#25)",to-read,,,,0,0
608474,"The Sign of Four (Sherlock Holmes, #2)",Arthur Conan Doyle,"Doyle, Arthur Conan",Peter Ackroyd,"=""""","=""""",0,3.89,Penguin Books,Paperback,129,2001,1890,2022/07/03,2022/07/03,,,read,,,,1,0
18716480,Indian Country,Dorothy M. Johnson,"Johnson, Dorothy M.",,"=""8477027129""","=""9788477027126""",0,4.13,Valdemar,Hardcover,264,2011,1953,,2022/07/01,to-read,to-read (#56),to-read,,,,0,0
190554,Declare,Tim Powers,"Powers, Tim",,"=""0380798360""","=""9780380798360""",0,4.02,William Morrow Paperbacks,Mass Market Paperback,608,2002,2000,,2022/05/31,"to-read, halloween","to-read (#55), halloween (#2)",to-read,,,,0,0
436982,Notes from the Underground,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Constance Garnett, Fyodor Dostoyevsky","=""""","=""""",0,4.18,Dover Publications,Paperback,96,1992,1864,,2022/05/20,"to-read, infinity-pile","to-read (#54), infinity-pile (#24)",to-read,,,,0,0
52564458,Midwest Futures,Phil Christman,"Christman, Phil",,"=""1948742616""","=""9781948742610""",0,3.95,Belt Publishing,Hardcover,154,2020,,,2022/05/18,"to-read, infinity-pile","to-read (#53), infinity-pile (#23)",to-read,,,,0,0
2156,Persuasion,Jane Austen,"Austen, Jane","Deidre Shauna Lynch, James Kinsley","=""0192802631""","=""9780192802637""",0,4.15,Oxford University Press,Paperback,249,2004,1817,2022/05/07,2017/01/16,,,read,,,,1,0
49809764,Revivalistics : From the Genesis of Israeli to Language Reclamation in Australia and Beyond,Ghil'ad Zuckermann,"Zuckermann, Ghil'ad",,"=""0199812799""","=""9780199812790""",0,3.87,Oxford University Press,Paperback,352,2020,,,2022/04/30,"to-read, infinity-pile","to-read (#51), infinity-pile (#22)",to-read,,,,0,0
147876,The Horizontal Man,Helen Eustis,"Eustis, Helen",,"=""0140007180""","=""9780140007183""",0,3.42,Penguin Books,Paperback,256,1982,1945,,2022/04/20,"to-read, infinity-pile","to-read (#49), infinity-pile (#21)",to-read,,,,0,0
15813997,The Gardener's Guide to Common-Sense Pest Control,William Olkowski,"Olkowski, William","Sheila Daar, Helga Olkowski","=""1600855008""","=""9781600855009""",0,4.20,Taunton Press,Paperback,400,2013,2013,,2022/04/02,to-read,to-read (#48),to-read,,,,0,0
15079662,Keeping Bees in Towns and Cities,Luke Dixon,"Dixon, Luke",,"=""1604692871""","=""9781604692877""",0,3.65,Timber Press,Paperback,184,2012,2012,,2022/04/02,to-read,to-read (#47),to-read,,,,0,0
968295,Republic (The ^AWorld's Classics),Plato,"Plato, Plato",Robin Waterfield,"=""0192126040""","=""9780192126047""",0,3.96,Oxford University Press,Hardcover,,1993,-400,,2022/04/02,to-read,to-read (#46),to-read,,,,0,0
77959,Lost in the Cosmos: The Last Self-Help Book,Walker Percy,"Percy, Walker",,"=""0312253990""","=""9780312253998""",0,4.06,Picador,Paperback,272,2000,1983,2022/03/31,2017/08/17,,,read,,,,1,0
57008295,The Wordhord: Daily Life in Old English,Hana Videen,"Videen, Hana",,"=""1788166108""","=""9781788166102""",0,4.24,Profile Books,Hardcover,284,2021,2021,,2022/03/30,"to-read, infinity-pile","to-read (#44), infinity-pile (#20)",to-read,,,,0,0
31247641,Shadowbahn,Steve Erickson,"Erickson, Steve",Malcolm Hillgartner,"=""0735212015""","=""9780735212015""",0,3.45,Blue Rider Press,Hardcover,300,2017,2017,,2022/03/23,"to-read, infinity-pile","to-read (#43), infinity-pile (#19)",to-read,,,,0,0
60213,Peace,Gene Wolfe,"Wolfe, Gene",,"=""0312890338""","=""9780312890339""",5,4.11,Orb Books,Paperback,272,1995,1975,2015/08/26,2015/12/29,re-read,re-read (#2),read,,,,2,0
54366406,Trace and Aura The Recurring Lives of St. Ambrose of Milan,Patrick Boucheron,"Boucheron, Patrick","Willard Wood, Lara Vergnaud","=""1635420067""","=""9781635420067""",0,3.25,Other Press,Hardcover,544,2021,,,2022/03/20,to-read,to-read (#42),to-read,,,,0,0
30933,Brideshead Revisited,Evelyn Waugh,"Waugh, Evelyn",,"=""0316926345""","=""9780316926348""",0,4.00,Back Bay Books,Paperback,351,1999,1945,,2022/03/19,to-read,to-read (#41),to-read,,,,0,0
28789711,SPQR: A History of Ancient Rome,Mary Beard,"Beard, Mary",,"=""1631492225""","=""9781631492228""",0,4.06,Liveright,Paperback,606,2016,2015,,2022/03/15,"to-read, infinity-pile","to-read (#40), infinity-pile (#18)",to-read,,,,0,0
362975,The Lords of the Realm: The Real History of Baseball,John Helyar,"Helyar, John",,"=""0345465245""","=""9780345465245""",0,4.41,Random House Publishing Group,Paperback,640,1995,1994,,2022/03/13,"to-read, infinity-pile","to-read (#39), infinity-pile (#17)",to-read,,,,0,0
1439,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio de Santillana,"Santillana, Giorgio de",Hertha von Dechend,"=""0879232153""","=""9780879232153""",0,4.22,"David R. Godine, Publisher",Paperback,450,2015,1969,,2022/03/13,"to-read, infinity-pile","to-read (#38), infinity-pile (#16)",to-read,,,,0,0
18526922,Secrets in a Dead Fish: The Spying Game in the First World War,Melanie King,"King, Melanie",,"=""1851242600""","=""9781851242603""",3,3.47,"Bodleian Library, University of Oxford",Hardcover,128,2014,2014,2022/03/01,2022/02/18,,,read,"This is a fun little book, but very disjointed. I would like to have read a more coherent narrative around who the major characters were, how their techniques developed, how they interacted with other branches of the military, how they affected the course of wars, etc. Instead it's presented as a stream of loosely related paragraph-long anecdotes, which make neat little fun facts but don't provide a broader view of the topic.",,,1,0
43261040,The Fall Of Gondolin,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0358131456""","=""9780358131458""",0,4.08,William Morrow Paperbacks,Paperback,304,2019,2018,2022/02/15,2022/01/16,,,read,,,,1,0
21153463,"Talking with God: Four Treatises on the Interior Life from St. Alphonsus Liguori; The Way to Converse with God, A Short Treatise on Prayer, Mental Prayer, The Presence of God",Alfonso María de Liguori,"Liguori, Alfonso María de",,"=""""","=""""",0,4.75,Scriptoria Books,Kindle Edition,152,2014,2011,,2022/02/02,"to-read, spiritual-reading","to-read (#37), spiritual-reading (#3)",to-read,,,,0,0
398834,Introduction to the Devout Life,Francis de Sales,"Sales, Francis de",,"=""0375725628""","=""9780375725623""",0,4.38,Vintage,Paperback,288,2002,1609,,2022/02/02,"to-read, spiritual-reading","to-read (#36), spiritual-reading (#2)",to-read,,,,0,0
724457,Divine Intimacy: Meditations on the Interior Life for Every Day of the Liturgical Year,Gabriel of St. Mary Magdalen,"Magdalen, Gabriel of St. Mary",,"=""0895558173""","=""9780895558176""",0,4.82,TAN Books and Publishers,Leather Bound,1182,2006,1952,,2022/02/02,"to-read, spiritual-reading","to-read (#35), spiritual-reading (#1)",to-read,,,,0,0
101947,"The Knight  (The Wizard Knight, #1)",Gene Wolfe,"Wolfe, Gene",,"=""0765309890""","=""9780765309891""",0,3.76,Tor Books,Hardcover,432,2004,2004,2022/01/12,2021/12/09,,,read,,,,1,0
247000,The Mezzanine,Nicholson Baker,"Baker, Nicholson",,"=""0679725768""","=""9780679725763""",0,3.84,Vintage,Paperback,135,1990,1988,,2022/01/05,"to-read, infinity-pile","to-read (#33), infinity-pile (#15)",to-read,,,,0,0
133621,Enormous Changes at the Last Minute: Stories,Grace Paley,"Paley, Grace",,"=""0374515247""","=""9780374515249""",0,4.02,"Farrar, Straus and Giroux",Paperback,198,1985,1974,,2022/01/05,"to-read, infinity-pile","to-read (#32), infinity-pile (#14)",to-read,,,,0,0
7940591,Blockade Billy,Stephen        King,"King, Stephen",,"=""1587672286""","=""9781587672286""",0,3.48,Cemetery Dance Publications,Hardcover,112,2010,2010,2021/12/07,2021/12/01,,,read,,,,1,0
220937,The House on the Borderland,William Hope Hodgson,"Hodgson, William Hope",,"=""1426438281""","=""9781426438288""",0,3.60,BiblioBazaar,Paperback,152,2006,1908,2021/10/20,2021/07/24,,,read,,,,1,0
30285138,The Twenty Days of Turin,Giorgio De Maria,"Maria, Giorgio De",Ramon Glazov,"=""1631492292""","=""9781631492297""",0,3.70,Liveright,Hardcover,224,2017,1977,2021/09/22,2021/08/07,,,read,,,,1,0
3805,The Corrections,Jonathan Franzen,"Franzen, Jonathan",,"=""1841156736""","=""9781841156736""",0,3.84,Fourth Estate Paperbacks,Paperback,653,2002,2001,,2021/08/25,"to-read, infinity-pile","to-read (#30), infinity-pile (#13)",to-read,,,,0,0
32081,"Albion's Seed: Four British Folkways in America (America: A Cultural History, Vol. I)",David Hackett Fischer,"Fischer, David Hackett",,"=""0195069056""","=""9780195069051""",0,4.37,Oxford University Press,Paperback,946,1989,1989,,2021/08/25,"to-read, infinity-pile","to-read (#29), infinity-pile (#12)",to-read,,,,0,0
119512,The Melancholy of Resistance,László Krasznahorkai,"Krasznahorkai, László",George Szirtes,"=""0811215040""","=""9780811215046""",0,4.15,New Directions,Paperback,314,2002,1989,,2021/08/22,"to-read, infinity-pile","to-read (#28), infinity-pile (#11)",to-read,,,,0,0
14265,Under the Glacier,Halldór Laxness,"Laxness, Halldór",Magnus Magnusson,"=""1400034418""","=""9781400034413""",0,3.55,Vintage,Paperback,240,2005,1968,,2021/08/22,"to-read, infinity-pile","to-read (#27), infinity-pile (#10)",to-read,,,,0,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Михаил Афанасьевич Булгаков, Diana Lewis Burgin, Katherine Tiernan O'Connor, Ellendea Proffer, Hans Fronius","=""0679760806""","=""9780679760801""",0,4.29,Vintage International,Paperback,372,1996,1967,,2021/08/16,"to-read, halloween","to-read (#26), halloween (#1)",to-read,,,,0,0
48287,Norwood,Charles Portis,"Portis, Charles",,"=""0879517034""","=""9780879517038""",0,3.85,Peter Mayer Publishing ,Paperback,190,1999,1966,,2021/08/10,"to-read, infinity-pile","to-read (#25), infinity-pile (#8)",to-read,,,,0,0
19089,Middlemarch,George Eliot,"Eliot, George",Michel Faber,"=""0451529170""","=""9780451529176""",0,4.03,Signet,Mass Market Paperback,912,2003,1872,,2021/07/22,"to-read, infinity-pile","to-read (#23), infinity-pile (#7)",to-read,,,,0,0
6313651,Utopia of Usurers and Other Essays,G.K. Chesterton,"Chesterton, G.K.",,"=""""","=""""",0,3.76,,Kindle Edition,189,,1917,,2020/09/01,"to-read, infinity-pile","to-read (#22), infinity-pile (#6)",to-read,,,,0,0
55967913,Collected Stories,Donald Barthelme,"Barthelme, Donald",Charles McGrath,"=""1598536842""","=""9781598536843""",0,4.38,Library of America,Hardcover,1168,2021,1989,2021/07/18,2021/07/02,,,read,,,,1,0
527513,Mating,Norman Rush,"Rush, Norman",,"=""067973709X""","=""9780679737094""",0,3.83,Vintage,Paperback,480,1992,1991,,2021/07/14,"to-read, infinity-pile","to-read (#21), infinity-pile (#5)",to-read,,,,0,0
77721,"The Book of the Dun Cow (Chauntecleer the Rooster, #1)",Walter Wangerin Jr.,"Jr., Walter Wangerin",,"=""0060574607""","=""9780060574604""",0,4.03,HarperOne,Paperback,246,2003,1978,,2021/07/14,"to-read, infinity-pile","to-read (#20), infinity-pile (#4)",to-read,,,,0,0
48692505,Lost in Thought: The Hidden Pleasures of an Intellectual Life,Zena Hitz,"Hitz, Zena",,"=""0691189234""","=""9780691189239""",0,3.64,Princeton University Press,Kindle Edition,240,2020,2020,,2021/07/11,"to-read, infinity-pile","to-read (#19), infinity-pile (#3)",to-read,,,,0,0
49673,The Napoleon of Notting Hill,G.K. Chesterton,"Chesterton, G.K.",,"=""1600965237""","=""9781600965234""",5,3.83,Waking Lion Press,Paperback,184,2007,1904,2015/10/12,2015/12/29,,,read,"To the extent that I have a political manifesto, it is this.",,,2,0
45154547,"A Desolation Called Peace (Teixcalaan, #2)",Arkady Martine,"Martine, Arkady",,"=""125018648X""","=""9781250186485""",0,4.32,Tor Books,Kindle Edition,496,2021,2021,2021/07/01,2020/04/10,,,read,,,,1,0
44735,The Elements of Typographic Style,Robert Bringhurst,"Bringhurst, Robert",,"=""0881792063""","=""9780881792065""",0,4.26,Hartley and Marks Publishers,Paperback,352,2004,1992,,2021/06/15,"to-read, infinity-pile","to-read (#16), infinity-pile (#1)",to-read,,,,0,0
18242,"A Savage War of Peace: Algeria, 1954-1962",Alistair Horne,"Horne, Alistair",,"=""1590172183""","=""9781590172186""",0,4.23,New York Review of Books,Paperback,608,2006,1977,,2021/05/23,to-read,to-read (#15),to-read,,,,0,0
18527923,How to Be a Monastic and Not Leave Your Day Job: A Guide for Benedictine Oblates and Other Christians Who Follow the Monastic Way (Voices from the Monastery),Benet Tvedten,"Tvedten, Benet",,"=""1612614140""","=""9781612614144""",0,3.88,Paraclete Press,Paperback,160,2013,2006,,2021/03/14,currently-reading,currently-reading (#3),currently-reading,,,,1,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",0,4.22,Bloomsbury,Hardcover,272,2020,2020,2021/01/28,2021/01/06,,,read,,,,1,0
13356675,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0547722028""","=""9780547722023""",0,4.01,Clarion Books,Paperback,251,2012,1968,2021/01/02,2020/12/02,,,read,,,,1,0
31618816,Rule of St. Benedict,Benedict of Nursia,"Nursia, Benedict of",,"=""1530221056""","=""9781530221059""",0,3.99,CreateSpace Independent Publishing Platform,Paperback,72,2016,530,2019/12/27,2019/03/20,,,read,,,,1,0
373755,"Absalom, Absalom!",William Faulkner,"Faulkner, William",,"=""0679732187""","=""9780679732181""",0,3.98,Vintage,Paperback,316,1990,1936,,2020/12/08,to-read,to-read (#14),to-read,,,,0,0
2330204,Mont-St-Michel and Chartres,Henry Adams,"Adams, Henry",,"=""0451603176""","=""9780451603173""",0,3.94,Signet,Paperback,0,,1904,,2020/12/08,to-read,to-read (#13),to-read,,,,0,0
344935,Latro in the Mist (Latro #1-2),Gene Wolfe,"Wolfe, Gene",,"=""0765302942""","=""9780765302946""",0,4.20,Orb Books,Paperback,640,2003,2003,,2020/12/08,to-read,to-read (#12),to-read,,,,0,0
39776179,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""0441013597""","=""9780441013593""",4,4.28,Ace,Paperback,704,2005,1965,2020/12/01,2020/09/01,,,read,"I should start by saying I liked this book a lot (I gave it four stars for goodness sake). It's deeply imaginative. It has, like any epic should, a strong sense of a larger world going on off the page,  which the narrative of the book reveals only bit by bit. Lots of memorable lines and phrases.<br/><br/>It's not fair, I know, but I just wanted to like it more. It's not on the same level as the best of the best scifi/fantasy epics, like The Lord of the Rings or The Book of the New Sun. The prose is fine, it's not as bad as I was warned it could be, but Herbert not Tolkien or Wolfe. I didn't have the same sense of awed wonder that I expect from this kind of grandly ambitious novel. Maybe if I'd read it at 15 instead of 35.<br/><br/>All in all, a very good novel but it falls just short of the masterpiece tier I was hoping for.",,,1,0
13175692,The Shadow over Innsmouth,H.P. Lovecraft,"Lovecraft, H.P.",,"=""1450562795""","=""9781450562799""",0,4.10,Visionary Publishing Company,Paperback,158,1936,1936,2020/10/27,2020/10/16,,,read,,,,1,0
12948,The Turn of the Screw,Henry James,"James, Henry",,"=""0140620613""","=""9780140620610""",0,3.39,Penguin Books,Paperback,121,1994,1898,2020/10/16,2020/10/07,,,read,,,,1,0
60403,Love in the Ruins,Walker Percy,"Percy, Walker",,"=""0312243111""","=""9780312243111""",0,3.83,Picador,Paperback,416,1999,1971,2020/08/31,2017/08/17,,,read,,,,1,0
14935,Sense and Sensibility,Jane Austen,"Austen, Jane","Ros Ballaster, Джейн Остин, Mobile Classics, Силвия Желева","=""0141439661""","=""9780141439662""",0,4.09,Penguin Books,Paperback,409,2003,1811,2020/07/23,2020/04/14,,,read,,,,1,0
7648269,Empire of the Summer Moon,S.C. Gwynne,"Gwynne, S.C.",,"=""1416591052""","=""9781416591054""",0,4.24,Scribner,Hardcover,371,2010,2010,,2020/07/11,to-read,to-read (#11),to-read,,,,0,0
2627490,The Dream of Gerontius,John Henry Newman,"Newman, John Henry",,"=""1602068038""","=""9781602068032""",5,4.19,Cosimo Inc,Paperback,80,2007,1865,2020/04/22,2019/10/01,,,read,,,,1,0
2878702,An Evil Guest,Gene Wolfe,"Wolfe, Gene",,"=""0765321335""","=""9780765321336""",2,3.12,Tor,Hardcover,304,2008,2008,2019/09/16,2019/08/15,,,read,"I’m a big Gene Wolfe fan, but this one didn’t do it for me. Usually Wolfe’s prose itself is lush and beautiful, leaving you *feeling* something about the story even when you don’t fully understand what’s happening on a rational level. The clipped, pulpy style he uses here didn’t draw me in or make me care particularly about any of the characters or what happened to them. I’ve gathered from reading the usual Wolfe sites that there’s quite a bit more going on here than I picked up in my initial reading. But I don’t think I could bring myself to pick it up again to find out.",,,1,0
45046585,"A Memory Called Empire (Teixcalaan, #1)",Arkady Martine,"Martine, Arkady",,"=""1250186447""","=""9781250186447""",3,4.12,Tor Books,Paperback,480,2020,2019,2020/04/09,2020/03/02,,,read,"I’ve read some of the other three star reviews and I feel bad that I gave it the same rating. I liked AMCE a lot. <br/><br/>Teixcalaan is an engrossing world to explore. The author avoided taking the easy routes of making the all-encompassing empire a direct clone of either Ancient Rome or Nazi Germany. There are obvious parallels to Aztec culture, and Martine has said she based Lsel on medieval Armenia, both of which I’d suddenly like to know a lot more about.<br/><br/>I have a lot of thoughts about home and empire but I’m not sure I could do justice here.<br/><br/>The only real reason I gave it three stars was that it’s probably not timelessly substantial. It’s not Shakespeare, it’s not even Gene Wolfe, but it’s better than you you can reasonably expect a pulpy space opera to be.",,,1,0
174936,The Practice of the Presence of God,Brother Lawrence,"Lawrence, Brother","Henri J.M. Nouwen, John J.  Delaney","=""0385128614""","=""9780385128612""",0,4.32,Image,Paperback,112,1977,1692,2020/04/02,2020/04/01,,,read,,,,1,0
